Author,Message_Count,Total_Characters,Average_Content_Length,Activity_Category
polloocb,1,2.0,1.0,Very Low
polo8t6yu,2,74.0,7.0,Very Low
polucar,1,18.0,3.0,Very Low
ponch12.eth,1,18.0,3.0,Very Low
poof#0923,1,18.0,3.0,Very Low
poomch_,1,78.0,13.0,Very Low
poonsak_a#4049,1,18.0,3.0,Very Low
popaqy,5,664.0,26.0,Very Low
popov0002#5212,1,18.0,3.0,Very Low
popsycho,1,18.0,3.0,Very Low
porteralexa1c,1,18.0,3.0,Very Low
pos3idonxxx,4,52.0,3.25,Very Low
poseidon2525,2,2485.0,198.5,Very Low
poshook,1,18.0,3.0,Very Low
potatoo4937,13,1386.0,21.23076923076923,Low
poti2223,1,18.0,3.0,Very Low
pozitivchik.eth,39,10389.0,44.58974358974359,Low
pradeep11s,4,8.0,1.0,Very Low
prafulmathur,1,18.0,3.0,Very Low
prak___,2,123.0,10.5,Very Low
pranavraj9388,1,18.0,3.0,Very Low
pranavstark | Datatera.se#0523,1,18.0,3.0,Very Low
prashanth3329,1,18.0,3.0,Very Low
pray_eth,4,704.0,29.75,Very Low
prayin4patience,1,18.0,3.0,Very Low
precious8772,1,2.0,1.0,Very Low
press#4706,1,18.0,3.0,Very Low
prexy8150,3,54.0,3.0,Very Low
primearchitect,1,18.0,3.0,Very Low
primo621,1,18.0,3.0,Very Low
primo_data,4,391.0,17.5,Very Low
princess.l0ve,2,37.0,3.0,Very Low
prissyu#3838,1,18.0,3.0,Very Low
privmccloud,7,1295.0,31.0,Very Low
probert_,2,74.0,7.5,Very Low
probisc,1,18.0,3.0,Very Low
problemmattick,1,18.0,3.0,Very Low
proclus#6809,1,18.0,3.0,Very Low
profburns,1,18.0,3.0,Very Low
programming_wizard#7495,1,18.0,3.0,Very Low
projectslayer#7198,1,18.0,3.0,Very Low
proksime#8652,1,18.0,3.0,Very Low
promarketer,1,18.0,3.0,Very Low
prometheus1156,1,18.0,3.0,Very Low
pronoia2154,1,18.0,3.0,Very Low
prophetpacks,2,60.0,5.5,Very Low
provider7560,15,169.0,2.2,Low
prynxxwisdom,2,444.0,40.5,Very Low
ps_m11,1,18.0,3.0,Very Low
psaah,22,4750.0,37.40909090909091,Low
pskex,1,18.0,3.0,Very Low
psycoart,1,18.0,3.0,Very Low
psyeyes,1,18.0,3.0,Very Low
pudding#3925,1,18.0,3.0,Very Low
pudong#9101,1,18.0,3.0,Very Low
puffer0000,1,18.0,3.0,Very Low
pulsarforge,1,359.0,55.0,Very Low
pumakorex10,1,18.0,3.0,Very Low
pumpgxd,1,18.0,3.0,Very Low
puni58,8,1287.0,31.875,Very Low
purento,1,18.0,3.0,Very Low
purpi#7526,1,18.0,3.0,Very Low
purpledefi,1,18.0,3.0,Very Low
purplespain,1,18.0,3.0,Very Low
pushANDthink1#9723,1,18.0,3.0,Very Low
pushape,1,18.0,3.0,Very Low
putsalltheway#5326,1,18.0,3.0,Very Low
pvlace#9156,3,525.0,35.666666666666664,Very Low
pwflint,1,18.0,3.0,Very Low
pwise_truflation.com,7,198.0,5.714285714285714,Very Low
pwl88,1,18.0,3.0,Very Low
pylegend,2,615.0,46.5,Very Low
pynewb,13,1775.0,24.846153846153847,Low
pyroxenes,1,18.0,3.0,Very Low
pyrus.c,1,260.0,47.0,Very Low
pys4onickwv,1,18.0,3.0,Very Low
pythagoras28,1,18.0,3.0,Very Low
pzceo,2,320.0,27.0,Very Low
q.tde_mm#4980,1,18.0,3.0,Very Low
qaysar6007,1,18.0,3.0,Very Low
qazim,376,7325.0,3.949468085106383,Moderate
qcolinb#9950,1,18.0,3.0,Very Low
qenric,1,18.0,3.0,Very Low
qenyan#2647,1,18.0,3.0,Very Low
qepo,1,66.0,10.0,Very Low
qiefu#3895,1,18.0,3.0,Very Low
qkslvr13,1,148.0,29.0,Very Low
qotop,10,662.0,13.4,Very Low
qu4ku,1,18.0,3.0,Very Low
quandinhhh,1,83.0,17.0,Very Low
quantumreturns,2,20.0,2.0,Very Low
queen234_,2,78.0,8.0,Very Low
queenlargerb,1,2.0,1.0,Very Low
queensarah.,1,18.0,3.0,Very Low
quinoa_.,6,251.0,7.166666666666667,Very Low
quiote#2063,1,18.0,3.0,Very Low
quochoandkh,2,60.0,5.0,Very Low
quoppledopple,3,447.0,25.0,Very Low
quorie,1,18.0,3.0,Very Low
qurka.,1,140.0,26.0,Very Low
qwedsadsa#1752,1,18.0,3.0,Very Low
qweeq#4194,1,18.0,3.0,Very Low
qwerty21#0474,1,18.0,3.0,Very Low
qwrAKSFA#5093,1,18.0,3.0,Very Low
r.jobcrypt#1650,2,45.0,4.5,Very Low
r.sheshka,1,18.0,3.0,Very Low
r0b#5699,1,18.0,3.0,Very Low
r0rd,10,228.0,4.4,Very Low
r33pich33p,2,54.0,4.0,Very Low
r4c00n.,2,432.0,38.0,Very Low
r89523,1,18.0,3.0,Very Low
r_ch__i__d,1,33.0,7.0,Very Low
ra1d88#3780,3,422.0,26.0,Very Low
raadim,1,18.0,3.0,Very Low
rabbidfly,28,3272.0,21.928571428571427,Low
rachael#5067,1,18.0,3.0,Very Low
rachitik,3,48.0,4.0,Very Low
rackhael,3,120.0,8.0,Very Low
racmantra,1,18.0,3.0,Very Low
radia1,1,18.0,3.0,Very Low
radio#3350,1,18.0,3.0,Very Low
radioactive_ballerina,1,18.0,3.0,Very Low
raduke.eth,1,18.0,3.0,Very Low
rael9755,2,36.0,3.0,Very Low
rafael_salei,1,18.0,3.0,Very Low
rafaelestermann2000,26,2756.0,18.153846153846153,Low
rafaeljeff,1,51.0,10.0,Very Low
rafayelllo,1,18.0,3.0,Very Low
rageddotlt,1,18.0,3.0,Very Low
ragspatil#6133,1,18.0,3.0,Very Low
rahimo,1,18.0,3.0,Very Low
rahogik,1,18.0,3.0,Very Low
rahulsahoo17,5,305.0,11.8,Very Low
raiden_kev,5,90.0,3.0,Very Low
rain14777,1,18.0,3.0,Very Low
raindrop#2262,1,18.0,3.0,Very Low
rainnixx,1,18.0,3.0,Very Low
raist321,1,18.0,3.0,Very Low
raiting_e#4804,1,18.0,3.0,Very Low
rajatbeladiya,1,18.0,3.0,Very Low
rajatdzap,1,339.0,60.0,Very Low
rajdadga,1,18.0,3.0,Very Low
rajdip_biswas,1,18.0,3.0,Very Low
rajeshjeeva#4027,2,89.0,7.5,Very Low
rajkaria,2,415.0,40.0,Very Low
rajkumar9066,1,18.0,3.0,Very Low
rajshreemondal,1,315.0,51.0,Very Low
rakib_sikdar2170,2,20.0,2.0,Very Low
rald0001,1,18.0,3.0,Very Low
ralph_sem#8781,1,18.0,3.0,Very Low
ram.#1667,1,18.0,3.0,Very Low
ram90#6787,1,18.0,3.0,Very Low
ramartidev,1,18.0,3.0,Very Low
ramboflakes,2,150.0,13.0,Very Low
ramdani87,1,5.0,1.0,Very Low
ramsesxii.phd.,1,18.0,3.0,Very Low
ramsy_c137#4920,1,18.0,3.0,Very Low
ramy0328,1,18.0,3.0,Very Low
ramz4530,1,18.0,3.0,Very Low
ran8196,2,20.0,2.0,Very Low
randerl#5554,1,18.0,3.0,Very Low
randomacy,8,818.0,17.375,Very Low
randomness11,13,776.0,10.538461538461538,Low
randresqf,1,18.0,3.0,Very Low
randysavage__,1,18.0,3.0,Very Low
rani002,1,18.0,3.0,Very Low
ranjan.eth,4,45.0,2.0,Very Low
rannnox,7,169.0,4.428571428571429,Very Low
rapael#8074,1,18.0,3.0,Very Low
raphael_wedatanation,16,1552.0,18.0,Low
rapidthwarp,1,18.0,3.0,Very Low
raquerod,1,18.0,3.0,Very Low
rashady_,1,18.0,3.0,Very Low
rashadzaki,3,40.0,2.0,Very Low
rashmeh#6117,1,18.0,3.0,Very Low
rasia#7879,1,18.0,3.0,Very Low
rasp8,1,18.0,3.0,Very Low
raster_ct,1,18.0,3.0,Very Low
raveena9076,2,91.0,7.5,Very Low
ravi#7717,1,18.0,3.0,Very Low
ravinwalking,2,67.0,6.5,Very Low
raxtex,1,18.0,3.0,Very Low
rayan2.11#0728,1,18.0,3.0,Very Low
raybankless.eth,1,18.0,3.0,Very Low
raybeazy,2,140.0,13.0,Very Low
rayman#6069,1,18.0,3.0,Very Low
raynke01#4301,1,18.0,3.0,Very Low
rayocean,15,3177.0,36.333333333333336,Low
rayone1,1,55.0,11.0,Very Low
raywata,2,19.0,2.0,Very Low
razo75,1,18.0,3.0,Very Low
razvan7117,4,39.0,2.0,Very Low
razzeldazzle.,1,18.0,3.0,Very Low
razzy_687#6718,1,18.0,3.0,Very Low
rbuj#4715,1,18.0,3.0,Very Low
rcav69,6,826.0,24.5,Very Low
rcordero38#9399,1,2.0,1.0,Very Low
rcs_,1,18.0,3.0,Very Low
rdmvhs,1,18.0,3.0,Very Low
rdubw#1621,1,18.0,3.0,Very Low
reMember#5681,2,57.0,5.0,Very Low
readybara,1,18.0,3.0,Very Low
realdatawhale,109,10513.0,16.623853211009173,Moderate
realdreaming,1,2.0,1.0,Very Low
realhumanbean3993,1,18.0,3.0,Very Low
realseal7s2,1,18.0,3.0,Very Low
reaper_nk,1,18.0,3.0,Very Low
reaperloulou,5,232.0,9.6,Very Low
reba4793,1,18.0,3.0,Very Low
rebeccawong.eth,1,18.0,3.0,Very Low
rebisproject,2,118.0,12.0,Very Low
recklessrico6c4,1,18.0,3.0,Very Low
red0696,1,18.0,3.0,Very Low
redakh#1216,1,18.0,3.0,Very Low
reddog0206gemeta,1,18.0,3.0,Very Low
reddrein,1,18.0,3.0,Very Low
redoo2299,1,18.0,3.0,Very Low
redux87,1,18.0,3.0,Very Low
reefgriz,1,18.0,3.0,Very Low
reefguzzler,1,18.0,3.0,Very Low
reeven.liu#3841,1,18.0,3.0,Very Low
refishaman,2,697.0,57.5,Very Low
regardskiki,3,717.0,38.666666666666664,Very Low
reggie#3492,1,18.0,3.0,Very Low
reggiec.,1,18.0,3.0,Very Low
rektbruh,4,103.0,5.0,Very Low
rellikethx,1,18.0,3.0,Very Low
remco9193,3,147.0,9.0,Very Low
remi.eth,1,72.0,14.0,Very Low
remi9055,1,18.0,3.0,Very Low
remsleeep,1,18.0,3.0,Very Low
rencongzhong,4,139.0,6.25,Very Low
reneedaos,8,473.0,11.5,Very Low
renegaderegen,4,497.0,23.75,Very Low
renny_pro,1,18.0,3.0,Very Low
rens#3955,1,18.0,3.0,Very Low
renzonicolini,1,18.0,3.0,Very Low
replus9990#5351,1,18.0,3.0,Very Low
rethcil#1711,1,18.0,3.0,Very Low
revakac849#3899,1,18.0,3.0,Very Low
reverse.engineer,1,18.0,3.0,Very Low
revzz5577,1,18.0,3.0,Very Low
reza#6501,1,18.0,3.0,Very Low
rfs#3482,1,18.0,3.0,Very Low
rgblade.yt,1,18.0,3.0,Very Low
rgggf1#3280,1,18.0,3.0,Very Low
rh#8826,1,18.0,3.0,Very Low
rhi014#0698,1,18.0,3.0,Very Low
ricardofaria07,1,18.0,3.0,Very Low
richa#0775,2,20.0,2.0,Very Low
richard_9233,2,36.0,3.0,Very Low
richard_bisong,162,18738.0,19.728395061728396,Moderate
richardblythman,10,1449.0,26.4,Very Low
richardblythman#8756,2,136.0,13.0,Very Low
richardkingxyz,3,132.0,8.0,Very Low
richardshift,2,64.0,5.5,Very Low
richardzhangxyz,1,18.0,3.0,Very Low
richardzheng,2,151.0,10.5,Very Low
richdad67,1,544.0,81.0,Very Low
riches3271,4,179.0,7.25,Very Low
richman07#7544,1,18.0,3.0,Very Low
richndd,1,18.0,3.0,Very Low
ricisbutauskas#4544,1,18.0,3.0,Very Low
rickdeveth95#0277,2,105.0,11.0,Very Low
rickdmortyyy,1,18.0,3.0,Very Low
rickdmortyyyy,1,15.0,3.0,Very Low
ricksanchez_444,1,18.0,3.0,Very Low
rickyyyhealer3,1,18.0,3.0,Very Low
rico003.,1,18.0,3.0,Very Low
ridemoney,1,18.0,3.0,Very Low
rider_7978,4,800.0,32.0,Very Low
ridho#4271,1,18.0,3.0,Very Low
rihz#3947,1,18.0,3.0,Very Low
rikrapmund,2,1202.0,97.5,Very Low
rimfrost99,5,91.0,3.6,Very Low
ringo#3490,1,18.0,3.0,Very Low
ringo#8379,1,18.0,3.0,Very Low
ringu3110,1,18.0,3.0,Very Low
rini610,1,18.0,3.0,Very Low
rinnkimmichi,3,121.0,8.0,Very Low
rinnosuke#6352,1,18.0,3.0,Very Low
rinsonator,1,18.0,3.0,Very Low
rioliand,1,18.0,3.0,Very Low
rioz3,7,608.0,17.0,Very Low
riptx,1,18.0,3.0,Very Low
rish_kilt,21,1957.0,17.523809523809526,Low
ritabell_7218,2,44.0,4.0,Very Low
ritz0069,15,1059.0,13.6,Low
ritz722,3,107.0,7.666666666666667,Very Low
rixx_007,1,18.0,3.0,Very Low
riyono_rsu,1,5.0,1.0,Very Low
rizki783,1,18.0,3.0,Very Low
rjc3000#8088,1,18.0,3.0,Very Low
rkauf,2,192.0,17.0,Very Low
rkb84,1,18.0,3.0,Very Low
rls7973,1,2.0,1.0,Very Low
rmd#3157,1,18.0,3.0,Very Low
ro31n,1,200.0,40.0,Very Low
roarks,1,18.0,3.0,Very Low
robair3226,5,179.0,7.0,Very Low
robertsvr,10,565.0,10.6,Very Low
robin mark#1571,1,18.0,3.0,Very Low
robinlehmann,817,122662.0,27.27050183598531,High
robinnagpal,8,554.0,12.375,Very Low
roblox1k41mdad,1,18.0,3.0,Very Low
roboskunk#3604,1,18.0,3.0,Very Low
rocketbird,1,18.0,3.0,Very Low
rocketboy23,1,18.0,3.0,Very Low
rocketfella.og,1,46.0,9.0,Very Low
rocketpeter,2,21.0,2.5,Very Low
rocketrene,1,18.0,3.0,Very Low
rockys#8773,2,517.0,44.0,Very Low
rodar3171,2,741.0,67.0,Very Low
roddog5761,4,192.0,9.0,Very Low
rodrunnerph,1,93.0,16.0,Very Low
rogargon,1,18.0,3.0,Very Low
roger3149,5,476.0,17.4,Very Low
rogers12345,1,18.0,3.0,Very Low
rogueleader3987,1,18.0,3.0,Very Low
rohanrocks.,1,18.0,3.0,Very Low
rohhn,3,20.0,1.6666666666666667,Very Low
rojalist,1,18.0,3.0,Very Low
rojolele.,1,18.0,3.0,Very Low
rokenzopc,1,18.0,3.0,Very Low
roland modes#1505,1,18.0,3.0,Very Low
rolandlobdell,1,18.0,3.0,Very Low
rolla2960,1,18.0,3.0,Very Low
roman6924,1,51.0,10.0,Very Low
romana0601,1,18.0,3.0,Very Low
romani#0598,1,18.0,3.0,Very Low
romanriver.,1,18.0,3.0,Very Low
romeosierraza,1,18.0,3.0,Very Low
ronalchiottenk0,1,18.0,3.0,Very Low
ronald72,6,1010.0,29.666666666666668,Very Low
roncarter,6,26.0,1.1666666666666667,Very Low
ronstedt,1,18.0,3.0,Very Low
roo#3779,1,18.0,3.0,Very Low
rookie047,2,812.0,73.5,Very Low
root#0800,1,18.0,3.0,Very Low
rootrabbit,1,18.0,3.0,Very Low
rororong_,1,18.0,3.0,Very Low
roshandhaker,4,170.0,8.75,Very Low
rostomaha#5367,1,18.0,3.0,Very Low
roti_reads_tealeaves,1,18.0,3.0,Very Low
rounin#2700,1,18.0,3.0,Very Low
rovo5468,1,18.0,3.0,Very Low
rowth3r,1,18.0,3.0,Very Low
roy12345#7445,1,18.0,3.0,Very Low
royprotocol,3,49.0,2.6666666666666665,Very Low
rriicchh_fish,2,525.0,51.0,Very Low
rryuk17,2,119.0,10.0,Very Low
ruben2776,1,18.0,3.0,Very Low
rufus2000,1,18.0,3.0,Very Low
ruhaux#2965,1,300.0,59.0,Very Low
rumpt#9585,1,18.0,3.0,Very Low
run_the_gems,2,81.0,8.0,Very Low
runthejewelz,1,18.0,3.0,Very Low
rupesh2025,1,18.0,3.0,Very Low
rushil5834,2,35.0,3.0,Very Low
ruslan1983_,1,18.0,3.0,Very Low
ruslvn,23,395.0,3.6956521739130435,Low
russ_99,1,2.0,1.0,Very Low
rvignav,2,115.0,10.0,Very Low
rx2347#2597,1,231.0,43.0,Very Low
ryantom95,1,18.0,3.0,Very Low
ryb#9670,1,153.0,22.0,Very Low
ryfleisch,3,1514.0,85.0,Very Low
rynogolf,1,18.0,3.0,Very Low
ryo.take,1,18.0,3.0,Very Low
ryodiz,1,18.0,3.0,Very Low
ryqq1,1,19.0,4.0,Very Low
ryrossitto#0669,1,18.0,3.0,Very Low
ryurysh_369,2,4.0,1.0,Very Low
rzltn788,2,19.0,2.0,Very Low
rzuhour,1,18.0,3.0,Very Low
s1lvabull37s,1,18.0,3.0,Very Low
s24iff,6,26.0,1.1666666666666667,Very Low
s4urus,4,395.0,18.25,Very Low
sa1krishna#0660,1,18.0,3.0,Very Low
sa2xny,2,160.0,16.0,Very Low
saavn,1,18.0,3.0,Very Low
sabecker#7642,1,18.0,3.0,Very Low
saberfictional#6270,1,18.0,3.0,Very Low
sabrinail,1,6.0,1.0,Very Low
sach_n14,1,18.0,3.0,Very Low
sad'#0077,1,18.0,3.0,Very Low
sadam6633,3,253.0,15.666666666666666,Very Low
saddle08,1,18.0,3.0,Very Low
sadninja,2,217.0,20.0,Very Low
saffaabroad,1,18.0,3.0,Very Low
sagrkv#2764,1,18.0,3.0,Very Low
sahana#7674,1,18.0,3.0,Very Low
sahilofficial#2193,4,112.0,5.75,Very Low
saifurai#9865,1,18.0,3.0,Very Low
saighpso,1,18.0,3.0,Very Low
saikiran0901,2,206.0,18.0,Very Low
sailor4869,1,2.0,1.0,Very Low
sajidu,1,18.0,3.0,Very Low
saki#3156,1,18.0,3.0,Very Low
saklain,9,507.0,10.222222222222221,Very Low
saku39rvddw,1,18.0,3.0,Very Low
saladforhire,1,18.0,3.0,Very Low
saltimbator,1,2.0,1.0,Very Low
salwilliam,1,18.0,3.0,Very Low
sam da soupful bish#7362,1,18.0,3.0,Very Low
sam.btc,3,50.0,3.0,Very Low
sam6177,1,18.0,3.0,Very Low
sam833213,1,18.0,3.0,Very Low
sam9#2879,1,2.0,1.0,Very Low
same69#3219,1,18.0,3.0,Very Low
sameerag19,1,18.0,3.0,Very Low
samer#8968,11,1706.0,28.90909090909091,Low
samer248,4,354.0,15.75,Very Low
sammer#4389,1,18.0,3.0,Very Low
sammysango,1,18.0,3.0,Very Low
sampamaity,1,18.0,3.0,Very Low
samtin0x,15,1615.0,16.466666666666665,Low
samurai_quest,7,1988.0,49.714285714285715,Very Low
samydp,3,88.0,6.333333333333333,Very Low
sanakhan#9470,1,18.0,3.0,Very Low
sancti4675,8,1296.0,28.5,Very Low
sandeepdas,1,315.0,52.0,Very Low
sandroreginato,1,18.0,3.0,Very Low
sandybcsald,4,200.0,8.75,Very Low
santadotsol,5,523.0,18.8,Very Low
santanaherniman,1,18.0,3.0,Very Low
santanico#8312,1,18.0,3.0,Very Low
santiago#5021,1,18.0,3.0,Very Low
santixana,1,18.0,3.0,Very Low
santteegt,5,1124.0,38.4,Very Low
saphireprodigy,6,85.0,3.1666666666666665,Very Low
sapien#5795,2,369.0,31.5,Very Low
saq6866,1,18.0,3.0,Very Low
saradamahesh#1431,1,18.0,3.0,Very Low
sarah_cumming,2,139.0,12.5,Very Low
sarahc4386,1,18.0,3.0,Very Low
sarahjones#0242,1,18.0,3.0,Very Low
sarahsweetchilli,184,23247.0,22.41304347826087,Moderate
sarath1928,1,18.0,3.0,Very Low
sarayli,5,581.0,19.6,Very Low
sarmadou90v,1,18.0,3.0,Very Low
sasakrcz3k,1,18.0,3.0,Very Low
sasbilly1981,1,18.0,3.0,Very Low
sascha9363,2,55.0,5.5,Very Low
sashha.sashha,1,2.0,1.0,Very Low
sashimiboi,2,308.0,27.0,Very Low
sashkovibin#0787,1,18.0,3.0,Very Low
sasuke_0128,1,228.0,39.0,Very Low
sat0,4,1078.0,48.0,Very Low
sat_1009,1,48.0,9.0,Very Low
sat_crypto#6872,1,18.0,3.0,Very Low
satchel88,1,18.0,3.0,Very Low
satheeshqr68,1,2.0,1.0,Very Low
satishkn4#5883,1,18.0,3.0,Very Low
sau1707,1,18.0,3.0,Very Low
saulwiggin,2,650.0,52.5,Very Low
saurabh.aul#0324,1,18.0,3.0,Very Low
saverscode,1,18.0,3.0,Very Low
savo_v,5,137.0,5.0,Very Low
savvak,2,927.0,77.0,Very Low
savvytroian,3,81.0,5.0,Very Low
sawbonescrypto,1,18.0,3.0,Very Low
sbckephas,1,66.0,13.0,Very Low
sbestamp,1,2.0,1.0,Very Low
sbreezy636,1,18.0,3.0,Very Low
sbsto#2357,1,18.0,3.0,Very Low
scaleweb3,1,18.0,3.0,Very Low
scarlett7616,1,18.0,3.0,Very Low
scarlette0475,3,38.0,3.0,Very Low
schaban7g,1,18.0,3.0,Very Low
scheffbest,1,56.0,11.0,Very Low
schemacryt001,8,96.0,2.75,Very Low
schlessy015#8230,2,28.0,2.5,Very Low
schni99ie,2,50.0,4.5,Very Low
scholja,2,559.0,50.5,Very Low
schteve22,1,18.0,3.0,Very Low
scofildfuh,1,18.0,3.0,Very Low
scotbaldwin_68139,1,5.0,1.0,Very Low
scottini16384842,1,35.0,5.0,Very Low
scottmolluso,9,311.0,5.555555555555555,Very Low
scottrepreneur,1,18.0,3.0,Very Low
scotty#6262,1,18.0,3.0,Very Low
scottyk#9560,1,18.0,3.0,Very Low
scottyob86,2,478.0,43.5,Very Low
scriptshark,1,18.0,3.0,Very Low
scroom#6053,1,18.0,3.0,Very Low
sdaannaa#3415,1,18.0,3.0,Very Low
sdntechforum#3884,10,1325.0,23.6,Very Low
sdq1#7617,1,18.0,3.0,Very Low
seN49#9848,1,18.0,3.0,Very Low
seaasaw#6748,1,18.0,3.0,Very Low
seahash.,1,18.0,3.0,Very Low
seancrl,1,18.0,3.0,Very Low
seanogardner,1,18.0,3.0,Very Low
searcher0x#5824,1,18.0,3.0,Very Low
seb.777,1,18.0,3.0,Very Low
sebastianjuara,20,3048.0,26.1,Low
secret.no.clue#8414,1,18.0,3.0,Very Low
security_donut#1166,2,36.0,3.0,Very Low
seedmaster,1,18.0,3.0,Very Low
seeker1333,1,18.0,3.0,Very Low
seiberg,1,18.0,3.0,Very Low
seiskk,1,18.0,3.0,Very Low
selfmadeceo#3259,1,18.0,3.0,Very Low
semanticbeeng,5,2412.0,76.8,Very Low
sen49,1,18.0,3.0,Very Low
sendmeat,1,18.0,3.0,Very Low
sendo_warrior,1,18.0,3.0,Very Low
senor3353,1,18.0,3.0,Very Low
senor5164,1,148.0,25.0,Very Low
senseisoft,1,40.0,5.0,Very Low
senturko,1,18.0,3.0,Very Low
seraphim.btc,2,31.0,2.5,Very Low
serge1848,1,18.0,3.0,Very Low
sergiimk,1,18.0,3.0,Very Low
sergo024,2,36.0,3.0,Very Low
serhiipetrenko_,1,6.0,2.0,Very Low
serious_business,1,18.0,3.0,Very Low
serrgxam,3,6.0,1.0,Very Low
service desk#9236,1,18.0,3.0,Very Low
setomoh646#0692,1,18.0,3.0,Very Low
sevenatenine#1870,1,18.0,3.0,Very Low
sevenpuppies,1,18.0,3.0,Very Low
sexob68368#8022,1,18.0,3.0,Very Low
sgcforthewin#6518,1,18.0,3.0,Very Low
sgooz,1,18.0,3.0,Very Low
sh1114,1,18.0,3.0,Very Low
sha9660,1,18.0,3.0,Very Low
shade#7636,1,18.0,3.0,Very Low
shadmoney,1,18.0,3.0,Very Low
shadowe12,1,37.0,5.0,Very Low
shafu0x,3,231.0,14.0,Very Low
shah3512,1,18.0,3.0,Very Low
shaktal,1,18.0,3.0,Very Low
shalsa2721,4,211.0,10.25,Very Low
shamburgularara,2,339.0,30.5,Very Low
shamoo100,1,18.0,3.0,Very Low
shaneford,1,2.0,1.0,Very Low
shanzz.,7,343.0,9.428571428571429,Very Low
shaolin_peanut,1,18.0,3.0,Very Low
sharimot,1,18.0,3.0,Very Low
shariquetaj,1,132.0,19.0,Very Low
sharl33,1,2.0,1.0,Very Low
sharonjebitok,1,18.0,3.0,Very Low
sharp#5377,1,18.0,3.0,Very Low
sharpweb3,1,263.0,52.0,Very Low
shashkov44#7127,1,18.0,3.0,Very Low
shateria,1,18.0,3.0,Very Low
shaun#7196,1,18.0,3.0,Very Low
shaurmaet,1,18.0,3.0,Very Low
shawna11,1,18.0,3.0,Very Low
shdwsqrrl,3,485.0,28.666666666666668,Very Low
sheeru11,1,18.0,3.0,Very Low
sheloandre,1,41.0,8.0,Very Low
sheridan_oceanprotocol,8,979.0,20.625,Very Low
sheriff4#2063,1,18.0,3.0,Very Low
sherm8n,1,18.0,3.0,Very Low
sherwood#5539,1,18.0,3.0,Very Low
shhhamona.,1,18.0,3.0,Very Low
shiba#3396,1,18.0,3.0,Very Low
shidi9232,38,1674.0,7.578947368421052,Low
shikhar#3701,1,18.0,3.0,Very Low
shikunjathi,1,18.0,3.0,Very Low
shimonsal,3,100.0,5.0,Very Low
shiny_mike,1,18.0,3.0,Very Low
shiny_saurus,1,18.0,3.0,Very Low
shiptim88,2,20.0,2.0,Very Low
shirley3071,1,18.0,3.0,Very Low
shitcoin1000xwen,4,211.0,11.5,Very Low
shiuan#5517,1,18.0,3.0,Very Low
shivamgarg16#4596,7,526.0,13.285714285714286,Very Low
shivaramkr,1,176.0,33.0,Very Low
shiver3002,3,60.0,3.0,Very Low
shivetimangalam#4586,1,18.0,3.0,Very Low
shmee#7086,1,18.0,3.0,Very Low
shmoji,13,1623.0,22.76923076923077,Low
shmootels,1,53.0,9.0,Very Low
shnykiel8,1,18.0,3.0,Very Low
shoark,1,18.0,3.0,Very Low
shohin.eth,1,18.0,3.0,Very Low
shoji#0418,1,18.0,3.0,Very Low
shoka_jp,1,18.0,3.0,Very Low
shootthebreeze.,1,18.0,3.0,Very Low
short_vix,1,18.0,3.0,Very Low
shot#2882,1,18.0,3.0,Very Low
shotogabb#7896,1,18.0,3.0,Very Low
shoyu_ak,1,18.0,3.0,Very Low
shravan3568,1,18.0,3.0,Very Low
shreeyalove,4,71.0,4.25,Very Low
shreitzel,2,213.0,21.0,Very Low
shreyaspapi,2,39.0,3.0,Very Low
shriank,1,18.0,3.0,Very Low
shrikar#4328,2,20.0,2.0,Very Low
shrimpyjay.,6,135.0,4.0,Very Low
shroomfindergeneral,2,36.0,3.0,Very Low
shroomyfied369,1,18.0,3.0,Very Low
shubhamkakkar,1,18.0,3.0,Very Low
shun_hk,1,18.0,3.0,Very Low
shuyc,5,323.0,10.6,Very Low
shvm#1370,1,18.0,3.0,Very Low
shvshvat,1,18.0,3.0,Very Low
shwandog,4,155.0,7.25,Very Low
sicairosdavid_,1,18.0,3.0,Very Low
sid_1822,13,376.0,5.3076923076923075,Low
siddhesh#2732,1,18.0,3.0,Very Low
sidm92#2397,1,18.0,3.0,Very Low
sidthekid92,1,18.0,3.0,Very Low
siental2z,1,18.0,3.0,Very Low
sikel0738,3,201.0,13.666666666666666,Very Low
silayze not racist#8340,1,18.0,3.0,Very Low
silentflightesu,1,18.0,3.0,Very Low
silentkillerap,2,81.0,8.0,Very Low
silentspring.,5,1751.0,62.2,Very Low
silk queen#7346,1,18.0,3.0,Very Low
silkroadcat#7376,1,18.0,3.0,Very Low
silvasurfa#7141,2,33.0,2.5,Very Low
silver_tr,1,55.0,12.0,Very Low
silvester112,1,2.0,1.0,Very Low
silvrstrikr13,1,18.0,3.0,Very Low
simonbing,1,18.0,3.0,Very Low
simonpfeifhofer,1,18.0,3.0,Very Low
simsekmcqueen13,1,18.0,3.0,Very Low
sino#9497,1,18.0,3.0,Very Low
sipher#7526,2,35.0,3.5,Very Low
sirgu3d3s,2,5.0,1.0,Very Low
sirhighland,1,37.0,7.0,Very Low
siri9133,5,83.0,2.6,Very Low
sirlogic#7146,1,18.0,3.0,Very Low
sirmoniz,1,18.0,3.0,Very Low
sirmurus,1,18.0,3.0,Very Low
sirquirtle,1,18.0,3.0,Very Low
sirweb3junkiee,2,66.0,5.5,Very Low
